,X-Dist,Y-Dist,Speed,Direction,RotSpeed,Collision_Y,Collision_N
2049,-0.113642,0.312994,0.311383,0.984519,0.968245,1,0
2050,-0.145976,0.889394,0.072866,-0.102793,0.038818,1,0
2051,-0.124143,0.258821,0.324141,0.473439,-0.818803,1,0
2052,-0.48649,0.66346,0.555227,0.319367,0.830493,0,1
2053,-0.23489,0.138499,0.71337,-0.032632,0.032266,1,0
2054,0.34725,0.991636,0.942745,0.047958,0.519298,0,1
2055,-0.199292,0.072048,0.420937,0.478427,-0.282001,1,0
2056,-0.390457,0.925529,0.415721,0.447262,-0.239134,1,0
2057,-0.203364,0.333339,0.473873,-0.027488,-0.26753,1,0
2058,-0.492525,0.173023,0.541944,0.098903,0.026997,1,0
2059,-0.158965,0.932394,0.383332,0.691507,-0.361813,1,0
2060,-0.738629,0.435693,0.956039,-0.156358,0.120117,1,0
2061,0.18515,0.965315,0.523838,-0.352548,-0.200184,1,0
2062,0.628806,0.938552,0.426254,-0.491065,-0.604938,0,1
2063,-0.01106,0.578787,0.627759,0.993478,0.658301,1,0
2064,-0.909786,0.703574,0.437274,0.523867,-0.520425,0,1
2065,0.065439,0.052354,0.7056,-0.086656,0.45013,1,0
2066,0.231746,0.572493,0.223723,-0.893362,0.091398,1,0
2067,-0.275007,0.04763,0.227303,-0.687563,-0.65925,0,1
2068,0.345573,0.640668,0.788984,0.178001,0.41703,1,0
2069,-0.238015,0.472788,0.487946,0.751276,-0.633333,1,0
2070,-0.233697,0.307773,0.74278,-0.232359,-0.253627,0,1
2071,0.883545,0.052025,0.289545,0.803218,-0.146366,0,1
2072,0.106303,0.170113,0.13243,0.83795,0.608689,1,0
2073,0.143569,0.669563,0.758528,0.237312,0.526414,1,0
2074,-0.167395,0.571046,0.453809,-0.088066,-0.154005,1,0
2075,0.100292,0.634585,0.037991,-0.774223,-0.430733,1,0
2076,-0.254608,0.506209,0.30393,-0.064014,-0.525497,0,1
2077,-0.253633,0.377736,0.831832,0.080013,-0.684261,1,0
2078,-0.149013,0.542204,0.364862,-0.29695,-0.109192,1,0
2079,-0.1641,0.047649,0.906617,0.82879,0.001472,0,1
2080,-0.549072,0.706414,0.43294,0.564239,-0.191245,1,0
2081,-0.768516,0.104172,0.384158,0.159725,-0.259544,0,1
2082,0.043583,0.0329,0.192405,-0.615126,-0.110742,1,0
2083,-0.253789,0.091283,0.812691,-0.347568,0.717361,1,0
2084,0.199326,0.102703,0.272399,0.07323,0.714326,0,1
2085,-0.69685,0.338382,0.946745,-0.076632,-0.23268,0,1
2086,-0.649039,0.263344,0.24456,-0.802784,-0.109803,0,1
2087,-0.110146,0.764434,0.784261,-0.056903,-0.556643,1,0
2088,-0.266321,0.511578,0.608308,0.951445,0.60317,0,1
2089,0.994699,0.527452,0.484234,-0.824796,-0.918487,0,1
2090,0.543489,0.720411,0.100338,0.828134,-0.841584,0,1
2091,-0.133401,0.03103,0.961911,-0.13386,-0.061102,1,0
2092,0.02287,0.53009,0.844073,-0.46982,0.985555,1,0
2093,-0.824451,0.346199,0.987781,-0.129914,-0.995167,0,1
2094,0.062543,0.57198,0.889081,0.536241,0.036571,0,1
2095,-0.457258,0.593069,0.861696,-0.403142,-0.494733,0,1
2096,0.246237,0.491457,0.54466,0.427516,0.535571,1,0
2097,0.052013,0.317944,0.042061,0.05246,-0.129163,1,0
2098,-0.799745,0.14137,0.46454,0.550912,0.031134,0,1
2099,-0.046453,0.780895,0.230065,-0.464863,-0.908541,1,0
2100,-0.032617,0.020977,0.947157,-0.941793,0.40856,1,0
2101,-0.779896,0.619482,0.045641,0.69866,0.581686,0,1
2102,-0.194537,0.183775,0.530258,-0.858246,-0.187926,0,1
